merchant_id,category,city,state,avg_transaction_value,risk_score,onboard_date,is_flagged_risky
MER00358,Fashion,Toronto,Ontario,3517.62,0.16,25-05-2023,No
MER00359,Healthcare,New York,Rajasthan,2972.49,0.45,22-01-2024,No
MER00360,Jewelry,Pune,Maharashtra,2937.17,0.34,19-11-2024,No
MER00361,Education,Houston,Telangana,680.1,0.82,16-08-2025,No
MER00362,Grocery,Manchester,England,314.31,0.45,25-09-2022,No
MER00363,Grocery,Kolkata,West Bengal,2968.89,0.45,17-10-2023,No
MER00364,Entertainment,Tokyo,Nagaland,307.65,0.72,15-02-2021,No
MER00365,Utilities,Sydney,Odisha,8147.18,0.1,29-05-2026,No
MER00366,Entertainment,Bengaluru,Karnataka,4260.31,0.78,31-12-2021,No
MER00367,Fashion,Hyderabad,Telangana,1624.83,0.97,09-03-2026,No
MER00368,Travel,Kolkata,West Bengal,968.3,0.83,19-02-2026,No
MER00369,Fashion,Phoenix,Andhra Pradesh,1596.66,0.39,03-11-2026,No
MER00370,Entertainment,Tokyo,Nagaland,2750.79,0.68,02-07-2025,No
MER00371,Entertainment,Mumbai,Maharashtra,2923.88,0.71,18-11-2023,No
MER00372,Travel,Mumbai,Maharashtra,253.04,0.39,01-01-2026,No
MER00373,Electronics,Dubai,Dubai,3368.02,0.92,11-03-2024,Yes
MER00374,Fashion,Tokyo,Nagaland,2151.64,0.87,22-09-2022,Yes
MER00375,Jewelry,Phoenix,Andhra Pradesh,182.85,0.39,02-05-2024,No
MER00376,Fuel,Tokyo,Nagaland,851.31,0.65,20-11-2021,No
MER00377,Grocery,Vancouver,Goa,1529.32,0.54,07-02-2023,No
MER00378,Fuel,Dubai,Dubai,517.62,0.03,26-06-2021,Yes
MER00379,Education,Hyderabad,Telangana,437.41,0.01,02-07-2022,No
MER00380,Automobile,Phoenix,Andhra Pradesh,128.77,0.58,13-09-2025,No
MER00381,Automobile,Vancouver,Goa,4950.65,0.46,07-12-2021,No
MER00382,Dining,Coimbatore,Tamil Nadu,215.49,0.03,04-06-2024,No
MER00383,Jewelry,Mumbai,Maharashtra,1011.45,0.03,13-05-2025,Yes
MER00384,Travel,Dubai,Dubai,560.77,0.88,09-05-2022,No
MER00385,Grocery,Pune,Odisha,2802.11,0.64,24-12-2022,No
MER00386,Education,Houston,Telangana,2556.43,0.42,25-02-2021,Yes
MER00387,Healthcare,Phoenix,Andhra Pradesh,100.07,0.14,17-09-2024,No
MER00388,Utilities,Hyderabad,Telangana,2018.44,0.07,12-03-2021,Yes
MER00389,Furniture,Toronto,Ontario,1891.28,0.71,15-09-2023,No
MER00390,Dining,Tokyo,Nagaland,1145.5,0.39,15-10-2023,No
MER00391,Fashion,Pune,Maharashtra,2123.17,0.14,14-12-2021,No
MER00392,Furniture,Los Angeles,Manipur,344.8,0.44,10-02-2023,No
MER00393,Utilities,Phoenix,Andhra Pradesh,2407.27,0.72,20-11-2024,No
MER00394,Dining,Delhi,Delhi,100.07,0.03,01-07-2024,No
MER00395,Dining,Los Angeles,Manipur,4057.24,0.63,12-05-2023,Yes
MER00396,Fashion,Pune,Maharashtra,1509.16,0.31,17-01-2024,Yes
MER00397,Electronics,Kolkata,West Bengal,100.07,0.47,16-02-2021,Yes
MER00398,Education,Manchester,England,1858.27,0.03,02-09-2025,No
MER00399,Entertainment,Chicago,Punjab,3092.69,0.27,05-11-2025,No
MER00400,Fuel,Tokyo,Nagaland,100.07,0.03,03-12-2021,Yes
MER00401,Fuel,London,England,1215.79,0.03,14-05-2026,No
MER00402,Utilities,Pune,West Bengal,780.29,0.01,15-07-2023,Yes
MER00403,Fuel,Tokyo,Nagaland,374.02,0.35,04-07-2022,No
MER00404,Fashion,Pune,Maharashtra,522.29,0.12,22-07-2021,Yes
MER00405,Fashion,Pune,Punjab,101.06,0.78,27-07-2026,No
MER00406,Dining,Toronto,Ontario,4171.56,0.19,11-01-2023,No
MER00407,Automobile,Tokyo,Nagaland,2995.99,0.03,06-07-2021,No
MER00408,Furniture,Los Angeles,Manipur,593.55,0.58,12-02-2021,No
MER00409,Jewelry,Manchester,England,104.79,0.17,17-03-2021,No
MER00410,Entertainment,Manchester,England,1455.01,0.27,09-08-2021,Yes
MER00411,Grocery,Bengaluru,Karnataka,1164.01,0.45,07-02-2021,No
MER00412,Furniture,Tokyo,Nagaland,3092.28,0.03,10-06-2024,No
MER00413,Furniture,Pune,Ontario,1131.33,0.1,04-08-2025,Yes
MER00414,Furniture,Chennai,Tamil Nadu,4091.86,0.43,02-11-2025,No
MER00415,Dining,Los Angeles,Manipur,301.49,0.95,08-08-2022,Yes
MER00416,Fashion,Vancouver,Goa,1010.97,0.33,12-11-2021,No
MER00417,Grocery,Vancouver,Goa,5534.41,0.02,05-08-2024,Yes
MER00418,Dining,Vancouver,Goa,123.6,0.96,28-09-2021,No
MER00419,Insurance,New York,Rajasthan,1091.18,0.53,01-12-2023,No
MER00420,Grocery,New York,Rajasthan,701.41,0.15,08-01-2022,Yes
MER00421,Travel,Singapore,Singapore,100.07,0.03,09-07-2025,No
MER00422,Education,Mumbai,Maharashtra,753.59,0.04,01-06-2021,No
MER00423,Fuel,Mumbai,Maharashtra,4179.03,0.13,23-02-2026,No
MER00424,Entertainment,London,England,5633.63,0.03,27-01-2021,No
MER00425,Insurance,Mumbai,Maharashtra,3882.73,0.57,06-02-2021,Yes
MER00426,Jewelry,Chicago,Punjab,1116.88,0.46,13-11-2024,No
MER00427,Automobile,Delhi,Delhi,9297.14,0.29,07-01-2024,No
MER00428,Fashion,Mumbai,Maharashtra,2756.33,0.8,08-04-2025,No
MER00429,Grocery,Mumbai,Maharashtra,978.9,0.65,12-07-2021,No
MER00430,Fashion,Sydney,Odisha,296.75,0.49,25-06-2024,Yes
MER00431,Online Shopping,Toronto,Ontario,2299.5,0.03,27-06-2023,No
MER00432,Electronics,Houston,Telangana,2708.08,0.5,22-11-2024,No
MER00433,Education,Hyderabad,Telangana,361.26,0.34,06-07-2021,No
MER00434,Fashion,Pune,Andhra Pradesh,1695.84,0.84,25-04-2025,No
MER00435,Education,Mumbai,Maharashtra,8799.19,0.46,08-08-2021,No
MER00436,Insurance,Melbourne,West Bengal,889.77,0.03,25-01-2021,Yes
MER00437,Travel,Singapore,Singapore,818.77,0.44,17-05-2021,No
MER00438,Utilities,Hyderabad,Telangana,4772.33,0.77,13-10-2024,No
MER00439,Electronics,Phoenix,Andhra Pradesh,349.8,0.73,28-12-2022,Yes
MER00440,Dining,Mumbai,Maharashtra,5521.93,0.01,28-10-2024,No
MER00441,Jewelry,London,England,3123.6,0.03,24-01-2025,No
MER00442,Jewelry,Hyderabad,Telangana,1091.35,0.64,23-06-2026,No
MER00443,Insurance,Singapore,Singapore,274.49,0.87,10-03-2026,No
MER00444,Fuel,New York,Rajasthan,138.72,0.06,19-03-2026,No
MER00445,Furniture,Melbourne,West Bengal,1042.67,0.03,24-03-2022,No
MER00446,Grocery,Vancouver,Goa,2543.96,0.06,23-12-2024,No
MER00447,Grocery,Houston,Telangana,1437.02,0.03,12-03-2024,No
MER00448,Fuel,Mumbai,Maharashtra,2783.8,0.9,10-01-2022,No
MER00449,Entertainment,Chennai,Tamil Nadu,2320.79,0.23,03-03-2024,Yes
MER00450,Automobile,Tokyo,Nagaland,1801.51,0.7,14-06-2024,No
MER00451,Jewelry,Chennai,Tamil Nadu,6952.97,0.99,07-03-2024,No
MER00452,Fashion,Pune,Ontario,2706.74,0.18,18-02-2023,Yes
MER00453,Automobile,Vancouver,Goa,5021.13,0.26,25-08-2025,Yes
MER00454,Fashion,Los Angeles,Manipur,654.57,0.12,27-05-2025,Yes
MER00455,Fashion,Hyderabad,Telangana,2601.01,0.63,28-01-2021,No
MER00456,Dining,Vancouver,Goa,1921.63,0.12,12-10-2022,No
MER00457,Entertainment,New York,Rajasthan,5261.85,0.19,10-12-2025,Yes
MER00458,Fashion,Los Angeles,Manipur,1528.55,0.36,21-05-2026,No
MER00459,Healthcare,Coimbatore,Tamil Nadu,100.07,0.82,17-12-2025,Yes
MER00460,Automobile,Phoenix,Andhra Pradesh,1071.74,0.13,09-05-2023,No
MER00461,Fashion,Dubai,Dubai,593.92,0.81,02-10-2025,No
MER00462,Insurance,New York,Rajasthan,596.85,0.03,29-06-2022,No
MER00463,Healthcare,Mumbai,Maharashtra,1371.35,0.41,13-10-2025,Yes
MER00464,Healthcare,New York,Rajasthan,4561.81,0.45,18-01-2022,No
MER00465,Furniture,Delhi,Delhi,526.06,0.01,04-08-2022,No
MER00466,Education,Houston,Telangana,778.99,0.03,10-07-2025,Yes
MER00467,Fashion,Manchester,England,3934.48,0.06,21-07-2023,Yes
MER00468,Fashion,Pune,Maharashtra,928.78,0.03,08-05-2024,Yes
MER00469,Education,Phoenix,Andhra Pradesh,100.07,0.04,07-08-2025,No
MER00470,Jewelry,Pune,Maharashtra,100.07,0.03,12-10-2023,No
MER00471,Insurance,Singapore,Singapore,1267.31,0.6,14-07-2022,Yes
MER00472,Grocery,Bengaluru,Karnataka,300.99,0.01,08-10-2024,Yes
MER00473,Travel,Dubai,Dubai,9801.07,0.71,19-09-2024,Yes
MER00474,Automobile,Dubai,Dubai,4517.13,0.71,24-03-2026,Yes
MER00475,Automobile,Hyderabad,Telangana,3502.69,0.57,15-06-2025,No
MER00476,Automobile,Hyderabad,Telangana,442.39,0.24,11-09-2022,No
MER00477,Utilities,New York,Rajasthan,7070.77,0.89,28-04-2023,Yes
MER00478,Education,London,England,5394.42,0.17,18-07-2026,Yes
MER00479,Dining,Mumbai,Maharashtra,1244.24,0.19,14-02-2026,No
MER00480,Electronics,Tokyo,Nagaland,2389.13,0.6,15-02-2023,No
MER00481,Utilities,Phoenix,Andhra Pradesh,9874.65,0.91,06-09-2022,Yes
MER00482,Automobile,Hyderabad,Telangana,1154.4,0.19,06-01-2021,Yes
MER00483,Online Shopping,Mumbai,Maharashtra,339.92,0.71,14-04-2025,No
MER00484,Jewelry,London,England,4146.56,0.72,18-05-2026,Yes
MER00485,Fashion,Sydney,Odisha,1394.38,0.28,14-11-2021,Yes
MER00486,Furniture,Pune,Rajasthan,8780.92,0.49,19-01-2023,Yes
MER00487,Furniture,Kolkata,West Bengal,1700.99,0.22,06-02-2023,No
MER00488,Education,Chennai,Tamil Nadu,159.84,0.96,19-11-2023,No
MER00489,Fashion,Coimbatore,Tamil Nadu,1453.47,0.51,22-06-2025,No
MER00490,Fashion,Mumbai,Maharashtra,2632.14,0.65,15-08-2024,No
MER00491,Furniture,Dubai,Dubai,152.75,0.3,12-09-2025,No
MER00492,Healthcare,Coimbatore,Tamil Nadu,1166.99,0.74,21-02-2026,No
MER00493,Electronics,Bengaluru,Karnataka,438.16,0.91,10-08-2021,No
MER00494,Insurance,London,England,2160.58,0.3,07-05-2026,No
MER00495,Travel,Los Angeles,Manipur,6409.26,0.21,11-05-2023,No
MER00496,Electronics,Pune,Telangana,2059.45,0.53,20-08-2025,Yes
MER00497,Insurance,Singapore,Singapore,2474.09,0.03,28-08-2023,No
MER00498,Insurance,Kolkata,West Bengal,1110.23,0.82,03-07-2025,Yes
MER00499,Jewelry,Manchester,England,1756.29,1,19-11-2024,Yes
MER00500,Utilities,Pune,Singapore,1669.9,0.61,29-08-2023,No
MER00501,Education,Delhi,Delhi,2950.95,0.68,20-08-2025,Yes
MER00502,Automobile,Dubai,Dubai,3988.59,1,30-09-2025,Yes
MER00503,Fuel,Chennai,Tamil Nadu,100.07,0.18,18-01-2024,No
MER00504,Healthcare,Bengaluru,Karnataka,7905.02,0.78,28-03-2025,Yes
MER00505,Fashion,London,England,3623.88,0.71,16-08-2026,Yes
MER00506,Entertainment,Pune,Maharashtra,366.26,0.11,24-08-2023,No
MER00507,Grocery,Melbourne,West Bengal,1516.42,0.53,26-05-2023,No
MER00508,Utilities,Bengaluru,Karnataka,4770.96,0.69,14-11-2025,No
MER00509,Grocery,Chicago,Punjab,100.07,1,19-01-2021,No
MER00510,Electronics,Vancouver,Goa,1056.74,0.34,21-08-2024,Yes
MER00511,Automobile,Mumbai,Maharashtra,2687.1,0.84,18-02-2025,Yes
MER00512,Fashion,Pune,Goa,1157.12,0.97,10-12-2023,Yes
MER00513,Electronics,Vancouver,Goa,364,0.9,02-07-2024,No
MER00514,Grocery,Phoenix,Andhra Pradesh,4418.9,0.48,13-01-2025,No
MER00515,Grocery,Mumbai,Maharashtra,5475.12,0.75,07-05-2025,No
MER00516,Education,Singapore,Singapore,1505.39,0.75,01-02-2024,No
MER00517,Entertainment,New York,Rajasthan,136.95,0.67,07-06-2022,Yes
MER00518,Online Shopping,Pune,Maharashtra,3486.03,0.03,05-01-2026,No
MER00519,Entertainment,Pune,Maharashtra,1396.2,0.65,27-09-2025,Yes
MER00520,Fashion,Coimbatore,Tamil Nadu,255.98,0.14,26-05-2024,No
MER00521,Fuel,Vancouver,Goa,519.94,0.26,24-02-2025,No
MER00522,Education,Pune,Singapore,430.03,0.67,11-10-2022,No
MER00523,Entertainment,Pune,Delhi,2418.5,0.8,27-05-2026,No
MER00524,Fashion,Los Angeles,Manipur,811.66,0.22,06-10-2025,No
MER00525,Online Shopping,Singapore,Singapore,373.22,0.28,03-09-2024,No
MER00526,Online Shopping,Pune,Maharashtra,5093.53,0.4,28-08-2024,No
MER00527,Jewelry,Delhi,Delhi,6371.42,0.14,21-02-2026,Yes
MER00528,Entertainment,Chicago,Punjab,398.34,0.51,31-03-2026,No
MER00529,Jewelry,Melbourne,West Bengal,623.34,0.11,24-09-2022,No
MER00530,Dining,Toronto,Ontario,1893.57,0.12,18-11-2024,Yes
MER00531,Insurance,New York,Rajasthan,426.23,0.63,25-07-2024,Yes
MER00532,Online Shopping,Vancouver,Goa,445.36,0.93,05-04-2022,Yes
MER00533,Healthcare,Toronto,Ontario,920.68,0.38,22-01-2023,Yes
MER00534,Healthcare,Coimbatore,Tamil Nadu,6058.55,0.03,17-12-2023,Yes
MER00535,Automobile,Hyderabad,Telangana,6663.75,0.2,17-03-2025,No
MER00536,Fuel,Bengaluru,Karnataka,3787.64,0.96,21-08-2021,No
MER00537,Fashion,Vancouver,Goa,2479.57,0.59,06-07-2021,No
MER00538,Electronics,Manchester,England,2650.75,0.03,25-12-2022,Yes
MER00539,Furniture,Coimbatore,Tamil Nadu,1368.15,0.84,20-11-2024,No
MER00540,Fashion,Kolkata,West Bengal,1610.7,0.36,19-12-2022,No
MER00541,Entertainment,Coimbatore,Tamil Nadu,2112.72,0.03,18-06-2026,No
MER00542,Utilities,Melbourne,West Bengal,2728.22,0.93,24-02-2024,No
MER00543,Insurance,Pune,England,303.72,0.85,19-11-2021,No
MER00544,Grocery,Phoenix,Andhra Pradesh,609.49,0.48,05-01-2021,Yes
MER00545,Fashion,Pune,Tamil Nadu,6690.61,0.03,26-09-2022,Yes
MER00546,Automobile,Chicago,Punjab,916.36,0.77,05-02-2026,No
MER00547,Electronics,Toronto,Ontario,725.25,0.89,05-06-2026,No
MER00548,Healthcare,Manchester,England,1196.06,0.48,15-06-2022,No
MER00549,Travel,Coimbatore,Tamil Nadu,787.58,0.64,24-11-2024,No
MER00550,Fashion,Pune,Singapore,291.22,0.26,15-09-2022,Yes
MER00551,Jewelry,New York,Rajasthan,566.29,0.48,02-05-2021,No
MER00552,Education,Dubai,Dubai,2144.19,0.87,17-06-2025,Yes
MER00553,Electronics,Hyderabad,Telangana,605.1,0.03,14-08-2026,No
MER00554,Automobile,Los Angeles,Manipur,2186.36,0.84,06-08-2026,No
MER00555,Entertainment,Chennai,Tamil Nadu,310.9,0.82,08-01-2022,Yes
MER00556,Healthcare,Delhi,Delhi,185.56,0.74,07-06-2025,No
MER00557,Utilities,London,England,4054.75,0.51,16-10-2022,No
MER00558,Entertainment,Melbourne,West Bengal,2954.45,0.94,03-03-2024,No
MER00559,Entertainment,Dubai,Dubai,2293.39,0.62,25-10-2021,No
MER00560,Automobile,Phoenix,Andhra Pradesh,162.77,0.1,14-02-2021,No
MER00561,Healthcare,Coimbatore,Tamil Nadu,647.17,0.38,21-09-2024,No
MER00562,Automobile,Bengaluru,Karnataka,3445.97,0.04,08-03-2024,Yes
MER00563,Utilities,Toronto,Ontario,412.53,0.03,20-12-2022,Yes
MER00564,Grocery,Dubai,Dubai,3451.73,0.61,28-10-2023,Yes
MER00565,Travel,Coimbatore,Tamil Nadu,1855.26,0.11,19-01-2026,Yes
MER00566,Healthcare,Los Angeles,Manipur,2796.98,0.89,29-12-2025,Yes
MER00567,Entertainment,London,England,2168.5,0.35,27-10-2023,No
MER00568,Insurance,Houston,Telangana,100.07,0.72,18-11-2023,No
MER00569,Insurance,Coimbatore,Tamil Nadu,790.56,0.65,11-06-2024,No
MER00570,Education,Pune,Maharashtra,2333.93,0.5,27-09-2024,No
MER00571,Fuel,Chicago,Punjab,3389.23,0.04,15-02-2022,No
MER00572,Education,Mumbai,Maharashtra,191.53,0.83,07-06-2025,No
MER00573,Dining,Phoenix,Andhra Pradesh,1055.78,0.21,08-05-2026,No
MER00574,Jewelry,Singapore,Singapore,963.81,0.48,24-02-2021,Yes
MER00575,Travel,Delhi,Delhi,1739.56,0.32,18-07-2025,No
MER00576,Online Shopping,Kolkata,West Bengal,341.91,0.6,30-11-2021,No
MER00577,Travel,Manchester,England,5518.68,0.61,21-02-2026,No
MER00578,Education,Chicago,Punjab,1690.41,0.73,23-12-2024,No
MER00579,Travel,Chicago,Punjab,5247.55,0.88,12-06-2023,No
MER00580,Travel,Pune,Maharashtra,3495.89,0.86,12-01-2024,Yes
MER00581,Healthcare,Dubai,Dubai,525.49,0.09,08-01-2021,No
MER00582,Utilities,Los Angeles,Manipur,383.91,0.03,20-02-2022,No
MER00583,Automobile,Melbourne,West Bengal,100.07,0.15,19-07-2024,No
MER00584,Electronics,Coimbatore,Tamil Nadu,1636.17,0.02,09-04-2021,Yes
MER00585,Insurance,Chennai,Tamil Nadu,139.88,0.39,09-12-2025,Yes
MER00586,Fuel,Delhi,Delhi,5543.08,0.59,16-04-2022,No
MER00587,Grocery,Chennai,Tamil Nadu,1381.22,0.11,20-05-2025,No
MER00588,Grocery,Tokyo,Nagaland,816.03,0.4,30-07-2023,No
MER00589,Insurance,Tokyo,Nagaland,1553.81,0.29,20-05-2022,Yes
MER00590,Fashion,Pune,England,3562.29,0.87,13-02-2023,No
MER00591,Entertainment,Pune,Nagaland,333.73,0.32,14-12-2024,No
MER00592,Healthcare,New York,Rajasthan,989.24,0.39,04-05-2023,No
MER00593,Healthcare,Dubai,Dubai,867.99,0.43,05-09-2022,Yes
MER00594,Jewelry,Melbourne,West Bengal,3760.79,0.07,16-11-2025,Yes
MER00595,Online Shopping,Manchester,England,3114.37,0.61,13-10-2021,Yes
MER00596,Electronics,Tokyo,Nagaland,1122,0.89,08-01-2025,Yes
MER00597,Entertainment,Coimbatore,Tamil Nadu,2284.2,0.95,28-09-2025,No
MER00598,Entertainment,Chicago,Punjab,1103.22,0.88,26-05-2022,No
MER00599,Fashion,Tokyo,Nagaland,1794.06,0.32,14-06-2025,No
MER00600,Dining,Chennai,Tamil Nadu,9569.49,0.89,11-02-2025,No
MER00601,Entertainment,Hyderabad,Telangana,1633.91,0.58,30-08-2023,No
MER00602,Online Shopping,Sydney,Odisha,9043.86,0.64,18-10-2023,Yes
MER00603,Dining,Pune,Punjab,2850.31,0.64,05-05-2023,Yes
MER00604,Education,Coimbatore,Tamil Nadu,357.31,0.79,14-06-2023,No
MER00605,Fashion,Vancouver,Goa,3278.94,0.99,20-03-2026,No
MER00606,Entertainment,Tokyo,Nagaland,100.07,0.03,13-08-2022,No
MER00607,Fashion,Dubai,Dubai,1619.98,0.49,08-12-2023,Yes
MER00608,Automobile,Melbourne,West Bengal,1999.93,0.21,04-06-2023,No
MER00609,Healthcare,Mumbai,Maharashtra,4555.52,0.19,11-01-2022,Yes
MER00610,Utilities,Hyderabad,Telangana,572.52,0.43,19-02-2023,No
MER00611,Electronics,Kolkata,West Bengal,4274.01,0.9,01-05-2025,Yes
MER00612,Fashion,Los Angeles,Manipur,5551.22,0.45,25-05-2022,Yes
MER00613,Furniture,Hyderabad,Telangana,287.49,0.03,14-08-2026,No
MER00614,Grocery,Toronto,Ontario,4430.61,0.82,12-08-2021,Yes
MER00615,Jewelry,Los Angeles,Manipur,700,0.12,08-01-2022,No
MER00616,Automobile,Pune,Maharashtra,268.94,0.81,21-02-2021,Yes
MER00617,Healthcare,Sydney,Odisha,6467.71,0.54,11-12-2023,Yes
MER00618,Automobile,New York,Rajasthan,1095.83,1,12-06-2023,Yes
MER00619,Fuel,Coimbatore,Tamil Nadu,2050.93,0.03,21-03-2026,No
MER00620,Fashion,Kolkata,West Bengal,1709.83,0.11,26-04-2022,Yes
MER00621,Travel,Chennai,Tamil Nadu,579.52,0.63,06-04-2026,Yes
MER00622,Utilities,Hyderabad,Telangana,2314.7,0.46,07-01-2024,No
MER00623,Automobile,Los Angeles,Manipur,194.42,0.03,05-01-2022,No
MER00624,Healthcare,Pune,Maharashtra,554.04,0.03,08-12-2026,Yes
MER00625,Fashion,Los Angeles,Manipur,100.07,0.04,25-04-2022,Yes
MER00626,Automobile,Dubai,Dubai,6236.93,0.72,15-06-2023,No
MER00627,Travel,Dubai,Dubai,1418.09,0.03,10-04-2025,Yes
MER00628,Education,Tokyo,Nagaland,470.42,0.03,16-08-2025,Yes
MER00629,Travel,Singapore,Singapore,1195.05,0.61,04-07-2022,Yes
MER00630,Insurance,Singapore,Singapore,4292.29,0.03,26-12-2021,Yes
MER00631,Grocery,Melbourne,West Bengal,100.07,0.3,10-05-2025,Yes
MER00632,Online Shopping,Pune,Maharashtra,373.63,0.11,30-09-2023,No
MER00633,Entertainment,Hyderabad,Telangana,4620.06,0.27,23-08-2021,No
MER00634,Travel,Sydney,Odisha,1173.6,0.96,20-03-2023,Yes
MER00635,Fashion,Vancouver,Goa,274.3,0.97,16-05-2021,Yes
MER00636,Entertainment,Pune,Maharashtra,399.81,0.78,16-02-2021,No
MER00637,Fashion,Bengaluru,Karnataka,4381.75,0.46,30-09-2021,Yes
MER00638,Insurance,Chicago,Punjab,1447.09,0.4,02-07-2022,No
MER00639,Dining,Melbourne,West Bengal,455.85,0.75,10-02-2023,No
MER00640,Travel,Singapore,Singapore,4589.76,0.88,29-08-2021,No
MER00641,Healthcare,Chicago,Punjab,3832.26,0.86,07-04-2026,Yes
MER00642,Insurance,Delhi,Delhi,146.59,0.14,12-04-2023,No
MER00643,Furniture,Manchester,England,1839.72,0.6,11-01-2022,No
MER00644,Furniture,Sydney,Odisha,660.32,0.07,14-10-2023,Yes
MER00645,Insurance,Melbourne,West Bengal,1623.43,0.62,22-07-2024,Yes
MER00646,Travel,Vancouver,Goa,754.98,0.28,11-01-2022,No
MER00647,Online Shopping,New York,Rajasthan,859.23,0.06,16-01-2022,Yes
MER00648,Dining,Los Angeles,Manipur,1941.87,1,11-10-2021,Yes
MER00649,Online Shopping,Hyderabad,Telangana,1648.1,0.8,08-08-2024,No
MER00650,Fashion,Pune,Maharashtra,1105.69,0.93,11-09-2022,No
MER00651,Automobile,Los Angeles,Manipur,100.07,0.77,30-11-2025,Yes
MER00652,Fuel,Mumbai,Maharashtra,7075.07,0.21,10-07-2024,No
MER00653,Grocery,Mumbai,Maharashtra,483.79,0.09,17-06-2022,No
MER00654,Education,Kolkata,West Bengal,2105.43,0.54,01-06-2026,No
MER00655,Utilities,New York,Rajasthan,272.74,0.46,29-07-2024,No
MER00656,Grocery,Dubai,Dubai,2431.51,0.16,17-12-2021,Yes
MER00657,Grocery,Sydney,Odisha,299.29,0.48,24-09-2025,No
MER00658,Furniture,Pune,Maharashtra,621.45,0.72,13-12-2024,No
MER00659,Entertainment,Houston,Telangana,2182.49,0.59,24-10-2022,Yes
MER00660,Utilities,London,England,765.18,0.44,25-02-2026,No
MER00661,Automobile,Toronto,Ontario,1622.21,0.16,09-02-2026,No
MER00662,Travel,Pune,Maharashtra,365.93,0.03,18-09-2023,Yes
MER00663,Automobile,Toronto,Ontario,552.3,0.81,21-03-2025,No
MER00664,Grocery,Pune,Dubai,2746.83,0.03,17-06-2021,Yes
MER00665,Fuel,Pune,Maharashtra,100.07,0.53,05-08-2026,No
MER00666,Fashion,New York,Rajasthan,337.12,0.32,02-06-2026,No
MER00667,Entertainment,New York,Rajasthan,584.03,0.96,27-01-2022,Yes
MER00668,Fuel,New York,Rajasthan,140.79,0.32,03-05-2022,Yes
MER00669,Insurance,New York,Rajasthan,300.48,0.71,22-06-2022,Yes
MER00670,Jewelry,Delhi,Delhi,760.88,0.5,23-03-2021,No
MER00671,Automobile,Coimbatore,Tamil Nadu,295.04,0.52,12-01-2025,No
MER00672,Entertainment,Coimbatore,Tamil Nadu,4121.61,0.03,02-06-2023,No
MER00673,Fuel,Singapore,Singapore,236.72,0.03,28-04-2024,No
MER00674,Jewelry,Chennai,Tamil Nadu,4046.33,0.03,23-06-2021,No
MER00675,Online Shopping,Chennai,Tamil Nadu,3561.63,0.34,20-06-2022,No
MER00676,Education,Bengaluru,Karnataka,312.41,0.69,07-12-2023,No
MER00677,Grocery,Pune,Manipur,151.03,0.61,02-12-2021,No
MER00678,Insurance,Dubai,Dubai,202.57,0.88,17-09-2022,Yes
MER00679,Entertainment,Vancouver,Goa,1885.04,0.61,26-02-2022,No
MER00680,Fuel,Los Angeles,Manipur,2319.47,0.12,01-11-2022,Yes
MER00681,Utilities,Pune,West Bengal,2038.61,0.16,07-07-2021,No
MER00682,Education,Los Angeles,Manipur,1659.49,0.2,03-01-2022,No
MER00683,Fuel,Houston,Telangana,483.98,0.22,10-03-2022,Yes
MER00684,Healthcare,Phoenix,Andhra Pradesh,3777.12,0.12,15-10-2024,Yes
MER00685,Insurance,Phoenix,Andhra Pradesh,893.67,0.03,24-10-2024,No
MER00686,Automobile,London,England,8663.02,0.31,24-05-2023,Yes
MER00687,Utilities,Los Angeles,Manipur,1071.8,0.57,03-06-2024,No
MER00688,Furniture,Pune,Telangana,710.35,0.52,10-05-2022,No
MER00689,Insurance,Pune,West Bengal,4593.37,0.48,11-12-2024,No
MER00690,Grocery,Manchester,England,1775.95,0.67,29-04-2021,Yes
MER00691,Fashion,Kolkata,West Bengal,2659.19,0.06,26-07-2021,No
MER00692,Automobile,Sydney,Odisha,1149.84,0.75,21-01-2026,No
MER00693,Jewelry,Melbourne,West Bengal,4459.24,0.13,23-04-2024,Yes
MER00694,Healthcare,Melbourne,West Bengal,5095.38,0.71,14-04-2026,Yes
MER00695,Automobile,Bengaluru,Karnataka,100.07,0.86,07-02-2024,Yes
MER00696,Education,Sydney,Odisha,650.78,0.91,02-05-2026,Yes
MER00697,Dining,Kolkata,West Bengal,2186.38,0.03,23-03-2024,No
MER00698,Furniture,Melbourne,West Bengal,6283.8,0.88,08-10-2024,No
MER00699,Insurance,Pune,Punjab,2048.09,0.07,09-12-2025,No
MER00700,Healthcare,Sydney,Odisha,6267.92,0.65,29-12-2023,No
MER00701,Furniture,Hyderabad,Telangana,942.6,0.65,23-03-2021,No
MER00702,Automobile,Coimbatore,Tamil Nadu,5032.07,0.03,10-02-2024,Yes
